Time,proton_density,proton_bulk_speed,proton_thermal,alpha_density,alpha_bulk_speed,alpha_thermal,proton_xvelocity,proton_yvelocity,proton_zvelocity,spacecraft_xpos,spacecraft_ypos,spacecraft_zpos,composite_flux_th1,composite_flux_th2,composite_flux,alpha_proton_ratio,velocity_magnitude
2025-07-02 00:01:15.832,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,3.185807684473204,-12.15737485312087,1275600.9012385611,227977.8577177085,-98915.88862536488,0.0,33333.333333333954,33333.333333333954,1.0,1e+31
2025-07-02 00:01:20.832,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,7.439591176500809,-11.409290764104895,1275600.8950244947,227979.23861115836,-98915.79713839898,6239747.043307973,0.0,6239747.043307973,1.0,1e+31
2025-07-02 00:01:25.832,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,6.578724027456428,-10.190108812538654,1275600.8888107091,227980.6195028927,-98915.70565087376,7772358.299474897,633333.333333334,8405691.63280823,1.0,1e+31
2025-07-02 00:01:30.832,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,10.647649901798548,-7.482141189965837,1275600.8825971745,227982.00039277688,-98915.61416280291,9283923.438790731,483333.333333334,9767256.772124065,1.0,1e+31
2025-07-02 00:01:35.832,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,5.425442916187805,-7.8177858010137555,1275600.8763837558,227983.38133581023,-98915.52267051046,1737.7679303627426,11050000.000000002,11051737.767930364,1.0,1e+31
2025-07-02 00:01:40.832,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,7.947436750045998,-6.464413343103928,1275600.8701707216,227984.76224910468,-98915.4311794928,7745249.498233909,2700000.0,10445249.498233909,1.0,1e+31
2025-07-02 00:01:45.832,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,1.1749930712960186,-5.460471744208341,1275600.8639582272,227986.1431045784,-98915.33969156176,3488695.667586679,0.0,3488695.667586679,1.0,1e+31
2025-07-02 00:01:50.833,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,4.4069273889955625,-8.81304363226021,1275600.85774573,227987.52401411347,-98915.24819942378,6622904.329923537,7183333.333333334,13806237.66325687,1.0,1e+31
2025-07-02 00:01:55.833,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,7.293255181660555,-12.707414436980416,1275600.8515336702,227988.90489462443,-98915.15670852484,22553015.0618101,14750000.0,37303015.0618101,1.0,1e+31
2025-07-02 00:02:00.833,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,5.390713661365638,-2.3517331126801864,1275600.845321901,227990.2857736796,-98915.06521707527,134602734.33282185,40183333.33333334,174786067.6661552,1.0,1e+31
2025-07-02 00:02:05.833,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,6.901502421644135,-7.794707570932765,1275600.8391101374,227991.66670639708,-98914.97372143553,758287060.19529,211650000.00000003,969937060.19529,1.0,1e+31
